FECHA,HORA,ESTADO,TIPO_TRAFICO,NOMBRE
2025-09-04,16:30,2,moderado,NARANJO - PERIFERICO
2025-09-04,16:30,2,moderado,PETAPA - TREBOL
2025-09-04,16:30,4,congestion 5km/hora ,JOSE MILLA - CALLE MARTI
2025-09-04,16:30,2,moderado,KM 9 - KM 4.5 ATLANTICO
2025-09-04,16:30,4,congestion 5km/hora ,PROCERES - OBELISCO
2025-09-04,16:30,2,moderado,HINCAPIE - LIBERACIÓN
2025-09-04,17:00,3,trafico 10km/hora,KM 4.5 - JOSE MILLA
2025-09-04,17:00,2,moderado,LOS OLIVOS - ATLANTIDA
2025-09-04,17:00,3,trafico 10km/hora,NARANJO - PERIFERICO
2025-09-04,17:00,4,congestion 5km/hora ,PROCERES - OBELISCO
2025-09-04,17:00,3,trafico 10km/hora,TREBOL V.H - COLUMPIO V.H
2025-09-04,17:00,4,congestion 5km/hora ,AG. BATRES - TREBOL
2025-09-04,17:00,4,congestion 5km/hora ,ROOSEVELTH - TREBOL
2025-09-04,17:00,3,trafico 10km/hora,ATANASIO 53 - ATANASIO 8
2025-09-04,17:00,3,trafico 10km/hora,BLVD. LOURDES - ZONA 4
2025-09-04,17:00,2,moderado,PETAPA - TREBOL
2025-09-04,17:00,3,trafico 10km/hora,20 CALLE - 18 AVENIDA
2025-09-04,17:00,3,trafico 10km/hora,SAN JUAN - TREBOL
2025-09-04,17:00,2,moderado,KM 9 - KM 4.5 ATLANTICO
2025-09-04,17:00,3,trafico 10km/hora,MARISCAL ZAVALA  - LA PAZ
2025-09-04,17:00,4,congestion 5km/hora ,JOSE MILLA - CALLE MARTI
2025-09-04,17:00,3,trafico 10km/hora,HINCAPIE - LIBERACIÓN
2025-09-04,17:30,4,congestion 5km/hora ,JOSE MILLA - CALLE MARTI
2025-09-04,17:30,3,trafico 10km/hora,SAN JUAN - TREBOL
2025-09-04,17:30,3,trafico 10km/hora,HINCAPIE - LIBERACIÓN
2025-09-04,17:30,2,moderado,LOS OLIVOS - ATLANTIDA
2025-09-04,17:30,4,congestion 5km/hora ,AG. BATRES - TREBOL
2025-09-04,17:30,3,trafico 10km/hora,20 CALLE - 18 AVENIDA
2025-09-04,17:30,4,congestion 5km/hora ,PROCERES - OBELISCO
2025-09-04,17:30,4,congestion 5km/hora ,ROOSEVELTH - TREBOL
2025-09-04,17:30,3,trafico 10km/hora,TREBOL V.H - COLUMPIO V.H
2025-09-04,17:30,3,trafico 10km/hora,ATANASIO 53 - ATANASIO 8
2025-09-04,17:30,3,trafico 10km/hora,NARANJO - PERIFERICO
2025-09-04,17:30,3,trafico 10km/hora,BLVD. LOURDES - ZONA 4
2025-09-04,17:30,3,trafico 10km/hora,MARISCAL ZAVALA  - LA PAZ
2025-09-04,17:30,2,moderado,KM 9 - KM 4.5 ATLANTICO
2025-09-04,17:30,3,trafico 10km/hora,KM 4.5 - JOSE MILLA
2025-09-04,17:30,2,moderado,PETAPA - TREBOL
2025-09-04,18:00,3,trafico 10km/hora,HINCAPIE - LIBERACIÓN
2025-09-04,18:00,2,moderado,PETAPA - TREBOL
2025-09-04,18:00,3,trafico 10km/hora,BLVD. LOURDES - ZONA 4
2025-09-04,18:00,4,congestion 5km/hora ,NARANJO - PERIFERICO
2025-09-04,18:00,3,trafico 10km/hora,MARISCAL ZAVALA  - LA PAZ
2025-09-04,18:00,4,congestion 5km/hora ,20 CALLE - 18 AVENIDA
2025-09-04,18:00,4,congestion 5km/hora ,AG. BATRES - TREBOL
2025-09-04,18:00,3,trafico 10km/hora,ROOSEVELTH - TREBOL
2025-09-04,18:00,4,congestion 5km/hora ,PROCERES - OBELISCO
2025-09-04,18:00,3,trafico 10km/hora,JOSE MILLA - CALLE MARTI
2025-09-04,18:00,3,trafico 10km/hora,TREBOL V.H - COLUMPIO V.H
2025-09-04,18:00,3,trafico 10km/hora,LOS OLIVOS - ATLANTIDA
2025-09-04,18:00,3,trafico 10km/hora,KM 4.5 - JOSE MILLA
2025-09-04,18:00,3,trafico 10km/hora,ATANASIO 53 - ATANASIO 8
2025-09-04,18:00,3,trafico 10km/hora,KM 9 - KM 4.5 ATLANTICO
2025-09-04,18:00,3,trafico 10km/hora,SAN JUAN - TREBOL
2025-09-04,18:30,3,trafico 10km/hora,ATANASIO 53 - ATANASIO 8
2025-09-04,18:30,3,trafico 10km/hora,KM 4.5 - JOSE MILLA
2025-09-04,18:30,3,trafico 10km/hora,SAN JUAN - TREBOL
2025-09-04,18:30,3,trafico 10km/hora,HINCAPIE - LIBERACIÓN
2025-09-04,18:30,2,moderado,PETAPA - TREBOL
2025-09-04,18:30,3,trafico 10km/hora,KM 9 - KM 4.5 ATLANTICO
2025-09-04,18:30,3,trafico 10km/hora,ROOSEVELTH - TREBOL
2025-09-04,18:30,4,congestion 5km/hora ,PROCERES - OBELISCO
2025-09-04,18:30,4,congestion 5km/hora ,20 CALLE - 18 AVENIDA
2025-09-04,18:30,3,trafico 10km/hora,JOSE MILLA - CALLE MARTI
2025-09-04,18:30,3,trafico 10km/hora,LOS OLIVOS - ATLANTIDA
2025-09-04,18:30,4,congestion 5km/hora ,AG. BATRES - TREBOL
2025-09-04,18:30,3,trafico 10km/hora,BLVD. LOURDES - ZONA 4
2025-09-04,18:30,3,trafico 10km/hora,TREBOL V.H - COLUMPIO V.H
2025-09-04,18:30,3,trafico 10km/hora,MARISCAL ZAVALA  - LA PAZ
2025-09-04,18:30,4,congestion 5km/hora ,NARANJO - PERIFERICO
2025-09-04,19:00,3,trafico 10km/hora,KM 4.5 - JOSE MILLA
2025-09-04,19:00,3,trafico 10km/hora,TREBOL V.H - COLUMPIO V.H
2025-09-04,19:00,2,moderado,MARISCAL ZAVALA  - LA PAZ
2025-09-04,19:00,3,trafico 10km/hora,LOS OLIVOS - ATLANTIDA
2025-09-04,19:00,2,moderado,SAN JUAN - TREBOL
2025-09-04,19:00,2,moderado,PETAPA - TREBOL
2025-09-04,19:00,3,trafico 10km/hora,AG. BATRES - TREBOL
2025-09-04,19:00,4,congestion 5km/hora ,ATANASIO 53 - ATANASIO 8
2025-09-04,19:00,3,trafico 10km/hora,NARANJO - PERIFERICO
2025-09-04,19:00,3,trafico 10km/hora,KM 9 - KM 4.5 ATLANTICO
2025-09-04,19:00,4,congestion 5km/hora ,JOSE MILLA - CALLE MARTI
2025-09-04,19:00,4,congestion 5km/hora ,BLVD. LOURDES - ZONA 4
2025-09-04,19:00,3,trafico 10km/hora,PROCERES - OBELISCO
2025-09-04,19:00,4,congestion 5km/hora ,20 CALLE - 18 AVENIDA
2025-09-04,19:00,2,moderado,HINCAPIE - LIBERACIÓN
2025-09-04,19:00,3,trafico 10km/hora,ROOSEVELTH - TREBOL
2025-09-04,19:30,3,trafico 10km/hora,ROOSEVELTH - TREBOL
2025-09-04,19:30,4,congestion 5km/hora ,ATANASIO 53 - ATANASIO 8
2025-09-04,19:30,3,trafico 10km/hora,KM 9 - KM 4.5 ATLANTICO
2025-09-04,19:30,2,moderado,SAN JUAN - TREBOL
2025-09-04,19:30,3,trafico 10km/hora,LOS OLIVOS - ATLANTIDA
2025-09-04,19:30,4,congestion 5km/hora ,JOSE MILLA - CALLE MARTI
2025-09-04,19:30,4,congestion 5km/hora ,20 CALLE - 18 AVENIDA
2025-09-04,19:30,4,congestion 5km/hora ,BLVD. LOURDES - ZONA 4
2025-09-04,19:30,2,moderado,MARISCAL ZAVALA  - LA PAZ
2025-09-04,19:30,2,moderado,HINCAPIE - LIBERACIÓN
2025-09-04,19:30,2,moderado,PETAPA - TREBOL
2025-09-04,19:30,3,trafico 10km/hora,PROCERES - OBELISCO
2025-09-04,19:30,3,trafico 10km/hora,TREBOL V.H - COLUMPIO V.H
2025-09-04,19:30,3,trafico 10km/hora,KM 4.5 - JOSE MILLA
2025-09-04,19:30,3,trafico 10km/hora,AG. BATRES - TREBOL
2025-09-04,19:30,3,trafico 10km/hora,NARANJO - PERIFERICO
2025-09-05,05:00,1,fluido,20 CALLE - 18 AVENIDA
2025-09-05,05:00,1,fluido,TREBOL V.H - COLUMPIO V.H
2025-09-05,05:00,1,fluido,JOSE MILLA - CALLE MARTI
2025-09-05,05:00,1,fluido,MARISCAL ZAVALA  - LA PAZ
2025-09-05,05:00,1,fluido,NARANJO - PERIFERICO
2025-09-05,05:00,1,fluido,SAN JUAN - TREBOL
2025-09-05,05:00,1,fluido,PROCERES - OBELISCO
2025-09-05,05:00,1,fluido,BLVD. LOURDES - ZONA 4
2025-09-05,05:00,1,fluido,KM 4.5 - JOSE MILLA
2025-09-05,05:00,1,fluido,KM 9 - KM 4.5 ATLANTICO
2025-09-05,05:00,1,fluido,HINCAPIE - LIBERACIÓN
2025-09-05,05:00,1,fluido,AG. BATRES - TREBOL
2025-09-05,05:00,1,fluido,ROOSEVELTH - TREBOL
2025-09-05,05:00,1,fluido,ATANASIO 53 - ATANASIO 8
2025-09-05,05:00,1,fluido,LOS OLIVOS - ATLANTIDA
2025-09-05,05:00,1,fluido,PETAPA - TREBOL
2025-09-05,05:30,1,fluido,PROCERES - OBELISCO
2025-09-05,05:30,1,fluido,HINCAPIE - LIBERACIÓN
2025-09-05,05:30,1,fluido,JOSE MILLA - CALLE MARTI
2025-09-05,05:30,1,fluido,NARANJO - PERIFERICO
2025-09-05,05:30,1,fluido,PETAPA - TREBOL
2025-09-05,05:30,1,fluido,TREBOL V.H - COLUMPIO V.H
2025-09-05,05:30,1,fluido,KM 9 - KM 4.5 ATLANTICO
2025-09-05,05:30,1,fluido,ATANASIO 53 - ATANASIO 8
2025-09-05,05:30,1,fluido,AG. BATRES - TREBOL
2025-09-05,05:30,1,fluido,KM 4.5 - JOSE MILLA
2025-09-05,05:30,1,fluido,BLVD. LOURDES - ZONA 4
2025-09-05,05:30,1,fluido,LOS OLIVOS - ATLANTIDA
2025-09-05,05:30,1,fluido,ROOSEVELTH - TREBOL
2025-09-05,05:30,1,fluido,SAN JUAN - TREBOL
2025-09-05,05:30,1,fluido,20 CALLE - 18 AVENIDA
2025-09-05,05:30,1,fluido,MARISCAL ZAVALA  - LA PAZ
2025-09-05,06:00,2,moderado,AG. BATRES - TREBOL
2025-09-05,06:00,2,moderado,KM 4.5 - JOSE MILLA
2025-09-05,06:00,3,trafico 10km/hora,SAN JUAN - TREBOL
2025-09-05,06:00,2,moderado,LOS OLIVOS - ATLANTIDA
2025-09-05,06:00,2,moderado,KM 9 - KM 4.5 ATLANTICO
2025-09-05,06:00,2,moderado,PROCERES - OBELISCO
2025-09-05,06:00,4,congestion 5km/hora ,NARANJO - PERIFERICO
2025-09-05,06:00,2,moderado,PETAPA - TREBOL
2025-09-05,06:00,3,trafico 10km/hora,ROOSEVELTH - TREBOL
2025-09-05,06:00,1,fluido,TREBOL V.H - COLUMPIO V.H
2025-09-05,06:00,2,moderado,ATANASIO 53 - ATANASIO 8
2025-09-05,06:00,2,moderado,20 CALLE - 18 AVENIDA
2025-09-05,06:00,1,fluido,HINCAPIE - LIBERACIÓN
2025-09-05,06:00,2,moderado,BLVD. LOURDES - ZONA 4
2025-09-05,06:00,2,moderado,JOSE MILLA - CALLE MARTI
2025-09-05,06:00,2,moderado,MARISCAL ZAVALA  - LA PAZ
2025-09-05,06:30,2,moderado,JOSE MILLA - CALLE MARTI
2025-09-05,06:30,2,moderado,ATANASIO 53 - ATANASIO 8
2025-09-05,06:30,4,congestion 5km/hora ,NARANJO - PERIFERICO
2025-09-05,06:30,1,fluido,TREBOL V.H - COLUMPIO V.H
2025-09-05,06:30,3,trafico 10km/hora,SAN JUAN - TREBOL
2025-09-05,06:30,2,moderado,BLVD. LOURDES - ZONA 4
2025-09-05,06:30,2,moderado,MARISCAL ZAVALA  - LA PAZ
2025-09-05,06:30,2,moderado,20 CALLE - 18 AVENIDA
2025-09-05,06:30,2,moderado,LOS OLIVOS - ATLANTIDA
2025-09-05,06:30,2,moderado,KM 4.5 - JOSE MILLA
2025-09-05,06:30,2,moderado,KM 9 - KM 4.5 ATLANTICO
2025-09-05,06:30,2,moderado,PETAPA - TREBOL
2025-09-05,06:30,3,trafico 10km/hora,ROOSEVELTH - TREBOL
2025-09-05,06:30,1,fluido,HINCAPIE - LIBERACIÓN
2025-09-05,06:30,2,moderado,PROCERES - OBELISCO
2025-09-05,06:30,2,moderado,AG. BATRES - TREBOL
2025-09-05,08:00,2,moderado,KM 9 - KM 4.5 ATLANTICO
2025-09-05,08:00,2,moderado,TREBOL V.H - COLUMPIO V.H
2025-09-05,08:00,3,trafico 10km/hora,ATANASIO 53 - ATANASIO 8
2025-09-05,08:00,4,congestion 5km/hora ,ROOSEVELTH - TREBOL
2025-09-05,08:00,3,trafico 10km/hora,SAN JUAN - TREBOL
2025-09-05,08:00,3,trafico 10km/hora,MARISCAL ZAVALA  - LA PAZ
2025-09-05,08:00,4,congestion 5km/hora ,NARANJO - PERIFERICO
2025-09-05,08:00,3,trafico 10km/hora,AG. BATRES - TREBOL
2025-09-05,08:00,3,trafico 10km/hora,PETAPA - TREBOL
2025-09-05,08:00,2,moderado,HINCAPIE - LIBERACIÓN
2025-09-05,08:00,3,trafico 10km/hora,JOSE MILLA - CALLE MARTI
2025-09-05,08:00,3,trafico 10km/hora,BLVD. LOURDES - ZONA 4
2025-09-05,08:00,3,trafico 10km/hora,20 CALLE - 18 AVENIDA
2025-09-05,08:00,3,trafico 10km/hora,PROCERES - OBELISCO
2025-09-05,08:00,3,trafico 10km/hora,KM 4.5 - JOSE MILLA
2025-09-05,08:00,1,fluido,LOS OLIVOS - ATLANTIDA
2025-09-05,08:30,3,trafico 10km/hora,SAN JUAN - TREBOL
2025-09-05,08:30,4,congestion 5km/hora ,ROOSEVELTH - TREBOL
2025-09-05,08:30,3,trafico 10km/hora,KM 4.5 - JOSE MILLA
2025-09-05,08:30,3,trafico 10km/hora,PETAPA - TREBOL
2025-09-05,08:30,3,trafico 10km/hora,20 CALLE - 18 AVENIDA
2025-09-05,08:30,2,moderado,TREBOL V.H - COLUMPIO V.H
2025-09-05,08:30,1,fluido,LOS OLIVOS - ATLANTIDA
2025-09-05,08:30,3,trafico 10km/hora,PROCERES - OBELISCO
2025-09-05,08:30,3,trafico 10km/hora,MARISCAL ZAVALA  - LA PAZ
2025-09-05,08:30,2,moderado,HINCAPIE - LIBERACIÓN
2025-09-05,08:30,2,moderado,KM 9 - KM 4.5 ATLANTICO
2025-09-05,08:30,3,trafico 10km/hora,AG. BATRES - TREBOL
2025-09-05,08:30,3,trafico 10km/hora,JOSE MILLA - CALLE MARTI
2025-09-05,08:30,3,trafico 10km/hora,ATANASIO 53 - ATANASIO 8
2025-09-05,08:30,3,trafico 10km/hora,BLVD. LOURDES - ZONA 4
2025-09-05,08:30,4,congestion 5km/hora ,NARANJO - PERIFERICO
2025-09-05,09:00,2,moderado,20 CALLE - 18 AVENIDA
2025-09-05,09:00,3,trafico 10km/hora,BLVD. LOURDES - ZONA 4
2025-09-05,09:00,2,moderado,SAN JUAN - TREBOL
2025-09-05,09:00,2,moderado,KM 9 - KM 4.5 ATLANTICO
2025-09-05,09:00,3,trafico 10km/hora,AG. BATRES - TREBOL
2025-09-05,09:00,2,moderado,JOSE MILLA - CALLE MARTI
2025-09-05,09:00,2,moderado,ATANASIO 53 - ATANASIO 8
2025-09-05,09:00,3,trafico 10km/hora,ROOSEVELTH - TREBOL
2025-09-05,09:00,3,trafico 10km/hora,NARANJO - PERIFERICO
2025-09-05,09:00,2,moderado,TREBOL V.H - COLUMPIO V.H
2025-09-05,09:00,1,fluido,KM 4.5 - JOSE MILLA
2025-09-05,09:00,1,fluido,LOS OLIVOS - ATLANTIDA
2025-09-05,09:00,2,moderado,PETAPA - TREBOL
2025-09-05,09:00,2,moderado,HINCAPIE - LIBERACIÓN
2025-09-05,09:00,1,fluido,MARISCAL ZAVALA  - LA PAZ
2025-09-05,09:00,2,moderado,PROCERES - OBELISCO
2025-09-05,16:00,2,moderado,BLVD. LOURDES - ZONA 4
2025-09-05,16:00,2,moderado,SAN JUAN - TREBOL
2025-09-05,16:00,3,trafico 10km/hora,HINCAPIE - LIBERACIÓN
2025-09-05,16:00,4,congestion 5km/hora ,PROCERES - OBELISCO
2025-09-05,16:00,3,trafico 10km/hora,KM 4.5 - JOSE MILLA
2025-09-05,16:00,2,moderado,NARANJO - PERIFERICO
2025-09-05,16:00,4,congestion 5km/hora ,AG. BATRES - TREBOL
2025-09-05,16:00,4,congestion 5km/hora ,ROOSEVELTH - TREBOL
2025-09-05,16:00,2,moderado,MARISCAL ZAVALA  - LA PAZ
2025-09-05,16:00,3,trafico 10km/hora,20 CALLE - 18 AVENIDA
2025-09-05,16:00,2,moderado,KM 9 - KM 4.5 ATLANTICO
2025-09-05,16:00,3,trafico 10km/hora,JOSE MILLA - CALLE MARTI
2025-09-05,16:00,3,trafico 10km/hora,TREBOL V.H - COLUMPIO V.H
2025-09-05,16:00,2,moderado,PETAPA - TREBOL
2025-09-05,16:00,3,trafico 10km/hora,ATANASIO 53 - ATANASIO 8
2025-09-05,16:30,2,moderado,MARISCAL ZAVALA  - LA PAZ
2025-09-05,16:30,2,moderado,KM 9 - KM 4.5 ATLANTICO
2025-09-05,16:30,2,moderado,NARANJO - PERIFERICO
2025-09-05,16:30,2,moderado,PETAPA - TREBOL
2025-09-05,16:30,3,trafico 10km/hora,ATANASIO 53 - ATANASIO 8
2025-09-05,16:30,2,moderado,SAN JUAN - TREBOL
2025-09-05,16:30,4,congestion 5km/hora ,ROOSEVELTH - TREBOL
2025-09-05,16:30,3,trafico 10km/hora,TREBOL V.H - COLUMPIO V.H
2025-09-05,16:30,4,congestion 5km/hora ,AG. BATRES - TREBOL
2025-09-05,16:30,3,trafico 10km/hora,HINCAPIE - LIBERACIÓN
2025-09-05,16:30,3,trafico 10km/hora,KM 4.5 - JOSE MILLA
2025-09-05,16:30,2,moderado,BLVD. LOURDES - ZONA 4
2025-09-05,16:30,3,trafico 10km/hora,20 CALLE - 18 AVENIDA
2025-09-05,16:30,4,congestion 5km/hora ,PROCERES - OBELISCO
2025-09-05,16:30,3,trafico 10km/hora,JOSE MILLA - CALLE MARTI
2025-09-05,17:00,3,trafico 10km/hora,JOSE MILLA - CALLE MARTI
2025-09-05,17:00,3,trafico 10km/hora,MARISCAL ZAVALA  - LA PAZ
2025-09-05,17:00,3,trafico 10km/hora,KM 4.5 - JOSE MILLA
2025-09-05,17:00,4,congestion 5km/hora ,PROCERES - OBELISCO
2025-09-05,17:00,3,trafico 10km/hora,20 CALLE - 18 AVENIDA
2025-09-05,17:00,3,trafico 10km/hora,HINCAPIE - LIBERACIÓN
2025-09-05,17:00,3,trafico 10km/hora,ATANASIO 53 - ATANASIO 8
2025-09-05,17:00,3,trafico 10km/hora,PETAPA - TREBOL
2025-09-05,17:00,2,moderado,LOS OLIVOS - ATLANTIDA
2025-09-05,17:00,4,congestion 5km/hora ,ROOSEVELTH - TREBOL
2025-09-05,17:00,3,trafico 10km/hora,BLVD. LOURDES - ZONA 4
2025-09-05,17:00,3,trafico 10km/hora,TREBOL V.H - COLUMPIO V.H
2025-09-05,17:00,4,congestion 5km/hora ,AG. BATRES - TREBOL
2025-09-05,17:00,3,trafico 10km/hora,NARANJO - PERIFERICO
2025-09-05,17:00,3,trafico 10km/hora,KM 9 - KM 4.5 ATLANTICO
2025-09-05,17:00,3,trafico 10km/hora,SAN JUAN - TREBOL
2025-09-05,17:30,3,trafico 10km/hora,KM 4.5 - JOSE MILLA
2025-09-05,17:30,4,congestion 5km/hora ,ROOSEVELTH - TREBOL
2025-09-05,17:30,3,trafico 10km/hora,MARISCAL ZAVALA  - LA PAZ
2025-09-05,17:30,3,trafico 10km/hora,SAN JUAN - TREBOL
2025-09-05,17:30,4,congestion 5km/hora ,PROCERES - OBELISCO
2025-09-05,17:30,3,trafico 10km/hora,20 CALLE - 18 AVENIDA
2025-09-05,17:30,3,trafico 10km/hora,PETAPA - TREBOL
2025-09-05,17:30,3,trafico 10km/hora,KM 9 - KM 4.5 ATLANTICO
2025-09-05,17:30,3,trafico 10km/hora,JOSE MILLA - CALLE MARTI
2025-09-05,17:30,3,trafico 10km/hora,ATANASIO 53 - ATANASIO 8
2025-09-05,17:30,2,moderado,LOS OLIVOS - ATLANTIDA
2025-09-05,17:30,3,trafico 10km/hora,HINCAPIE - LIBERACIÓN
2025-09-05,17:30,4,congestion 5km/hora ,AG. BATRES - TREBOL
2025-09-05,17:30,3,trafico 10km/hora,NARANJO - PERIFERICO
2025-09-05,17:30,3,trafico 10km/hora,TREBOL V.H - COLUMPIO V.H
2025-09-05,17:30,3,trafico 10km/hora,BLVD. LOURDES - ZONA 4
2025-09-05,18:00,4,congestion 5km/hora ,20 CALLE - 18 AVENIDA
2025-09-05,18:00,4,congestion 5km/hora ,ROOSEVELTH - TREBOL
2025-09-05,18:00,3,trafico 10km/hora,JOSE MILLA - CALLE MARTI
2025-09-05,18:00,3,trafico 10km/hora,PETAPA - TREBOL
2025-09-05,18:00,4,congestion 5km/hora ,AG. BATRES - TREBOL
2025-09-05,18:00,3,trafico 10km/hora,LOS OLIVOS - ATLANTIDA
2025-09-05,18:00,4,congestion 5km/hora ,PROCERES - OBELISCO
2025-09-05,18:00,2,moderado,KM 9 - KM 4.5 ATLANTICO
2025-09-05,18:00,4,congestion 5km/hora ,NARANJO - PERIFERICO
2025-09-05,18:00,4,congestion 5km/hora ,TREBOL V.H - COLUMPIO V.H
2025-09-05,18:00,4,congestion 5km/hora ,ATANASIO 53 - ATANASIO 8
2025-09-05,18:00,3,trafico 10km/hora,KM 4.5 - JOSE MILLA
2025-09-05,18:00,3,trafico 10km/hora,MARISCAL ZAVALA  - LA PAZ
2025-09-05,18:00,3,trafico 10km/hora,SAN JUAN - TREBOL
2025-09-05,18:00,3,trafico 10km/hora,BLVD. LOURDES - ZONA 4
2025-09-05,18:00,3,trafico 10km/hora,HINCAPIE - LIBERACIÓN
2025-09-05,18:30,3,trafico 10km/hora,JOSE MILLA - CALLE MARTI
2025-09-05,18:30,4,congestion 5km/hora ,20 CALLE - 18 AVENIDA
2025-09-05,18:30,3,trafico 10km/hora,MARISCAL ZAVALA  - LA PAZ
2025-09-05,18:30,3,trafico 10km/hora,PETAPA - TREBOL
2025-09-05,18:30,4,congestion 5km/hora ,AG. BATRES - TREBOL
2025-09-05,18:30,3,trafico 10km/hora,KM 4.5 - JOSE MILLA
2025-09-05,18:30,4,congestion 5km/hora ,ROOSEVELTH - TREBOL
2025-09-05,18:30,4,congestion 5km/hora ,TREBOL V.H - COLUMPIO V.H
2025-09-05,18:30,3,trafico 10km/hora,BLVD. LOURDES - ZONA 4
2025-09-05,18:30,2,moderado,KM 9 - KM 4.5 ATLANTICO
2025-09-05,18:30,3,trafico 10km/hora,HINCAPIE - LIBERACIÓN
2025-09-05,18:30,4,congestion 5km/hora ,NARANJO - PERIFERICO
2025-09-05,18:30,3,trafico 10km/hora,SAN JUAN - TREBOL
2025-09-05,18:30,4,congestion 5km/hora ,PROCERES - OBELISCO
2025-09-05,18:30,4,congestion 5km/hora ,ATANASIO 53 - ATANASIO 8
2025-09-05,18:30,3,trafico 10km/hora,LOS OLIVOS - ATLANTIDA
2025-09-05,19:00,3,trafico 10km/hora,KM 9 - KM 4.5 ATLANTICO
2025-09-05,19:00,4,congestion 5km/hora ,LOS OLIVOS - ATLANTIDA
2025-09-05,19:00,3,trafico 10km/hora,ROOSEVELTH - TREBOL
2025-09-05,19:00,3,trafico 10km/hora,NARANJO - PERIFERICO
2025-09-05,19:00,4,congestion 5km/hora ,20 CALLE - 18 AVENIDA
2025-09-05,19:00,3,trafico 10km/hora,BLVD. LOURDES - ZONA 4
2025-09-05,19:00,4,congestion 5km/hora ,TREBOL V.H - COLUMPIO V.H
2025-09-05,19:00,4,congestion 5km/hora ,KM 4.5 - JOSE MILLA
2025-09-05,19:00,2,moderado,MARISCAL ZAVALA  - LA PAZ
2025-09-05,19:00,2,moderado,SAN JUAN - TREBOL
2025-09-05,19:00,4,congestion 5km/hora ,PROCERES - OBELISCO
2025-09-05,19:00,3,trafico 10km/hora,HINCAPIE - LIBERACIÓN
2025-09-05,19:00,3,trafico 10km/hora,PETAPA - TREBOL
2025-09-05,19:00,4,congestion 5km/hora ,ATANASIO 53 - ATANASIO 8
2025-09-05,19:00,3,trafico 10km/hora,JOSE MILLA - CALLE MARTI
2025-09-05,19:00,4,congestion 5km/hora ,AG. BATRES - TREBOL
2025-09-05,19:30,3,trafico 10km/hora,BLVD. LOURDES - ZONA 4
2025-09-05,19:30,4,congestion 5km/hora ,LOS OLIVOS - ATLANTIDA
2025-09-05,19:30,3,trafico 10km/hora,ROOSEVELTH - TREBOL
2025-09-05,19:30,4,congestion 5km/hora ,PROCERES - OBELISCO
2025-09-05,19:30,3,trafico 10km/hora,JOSE MILLA - CALLE MARTI
2025-09-05,19:30,2,moderado,MARISCAL ZAVALA  - LA PAZ
2025-09-05,19:30,4,congestion 5km/hora ,ATANASIO 53 - ATANASIO 8
2025-09-05,19:30,4,congestion 5km/hora ,TREBOL V.H - COLUMPIO V.H
2025-09-05,19:30,2,moderado,SAN JUAN - TREBOL
2025-09-05,19:30,4,congestion 5km/hora ,20 CALLE - 18 AVENIDA
2025-09-05,19:30,3,trafico 10km/hora,HINCAPIE - LIBERACIÓN
2025-09-05,19:30,3,trafico 10km/hora,PETAPA - TREBOL
2025-09-05,19:30,4,congestion 5km/hora ,AG. BATRES - TREBOL
2025-09-05,19:30,4,congestion 5km/hora ,KM 4.5 - JOSE MILLA
2025-09-05,19:30,3,trafico 10km/hora,NARANJO - PERIFERICO
2025-09-05,19:30,3,trafico 10km/hora,KM 9 - KM 4.5 ATLANTICO
2025-09-08,05:30,3,trafico 10km/hora,SAN JUAN - TREBOL
2025-09-08,05:30,2,moderado,ROOSEVELTH - TREBOL
2025-09-08,05:30,2,moderado,NARANJO - PERIFERICO
2025-09-08,05:30,2,moderado,KM 9 - KM 4.5 ATLANTICO
2025-09-08,05:30,2,moderado,JOSE MILLA - CALLE MARTI
2025-09-08,05:30,2,moderado,BLVD. LOURDES - ZONA 4
2025-09-08,05:30,2,moderado,LOS OLIVOS - ATLANTIDA
2025-09-08,05:30,2,moderado,AG. BATRES - TREBOL
2025-09-08,05:30,3,trafico 10km/hora,KM 4.5 - JOSE MILLA
2025-09-08,05:30,2,moderado,PROCERES - OBELISCO
2025-09-08,05:30,2,moderado,MARISCAL ZAVALA  - LA PAZ
2025-09-08,06:00,3,trafico 10km/hora,MARISCAL ZAVALA  - LA PAZ
2025-09-08,06:00,3,trafico 10km/hora,PETAPA - TREBOL
2025-09-08,06:00,3,trafico 10km/hora,BLVD. LOURDES - ZONA 4
2025-09-08,06:00,2,moderado,AG. BATRES - TREBOL
2025-09-08,06:00,2,moderado,KM 9 - KM 4.5 ATLANTICO
2025-09-08,06:00,3,trafico 10km/hora,NARANJO - PERIFERICO
2025-09-08,06:00,3,trafico 10km/hora,KM 4.5 - JOSE MILLA
2025-09-08,06:00,3,trafico 10km/hora,ROOSEVELTH - TREBOL
2025-09-08,06:00,2,moderado,LOS OLIVOS - ATLANTIDA
2025-09-08,06:00,3,trafico 10km/hora,JOSE MILLA - CALLE MARTI
2025-09-08,06:00,3,trafico 10km/hora,SAN JUAN - TREBOL
2025-09-08,06:00,2,moderado,PROCERES - OBELISCO
2025-09-08,06:00,3,trafico 10km/hora,ATANASIO 53 - ATANASIO 8
2025-09-08,06:30,3,trafico 10km/hora,SAN JUAN - TREBOL
2025-09-08,06:30,3,trafico 10km/hora,NARANJO - PERIFERICO
2025-09-08,06:30,3,trafico 10km/hora,JOSE MILLA - CALLE MARTI
2025-09-08,06:30,2,moderado,PROCERES - OBELISCO
