clave_id_norm,nombre_id
1215,7
9478,11
8178,6
9478,4
2922,10
2922,1
9478,2
2922,5
9478,3
2922,8
9478,12
2922,14
9478,15
2922,9
9478,13
9478,7
2922,16
7290,8
7290,12
1279,10
5051,6
1279,7
7290,3
5051,2
5051,4
1279,5
7290,1
7290,15
7290,9
1279,16
7290,13
1279,11
1279,14
9195,13
9195,8
3485,7
3485,5
5609,4
9195,12
9195,15
5609,2
9195,1
3485,16
9195,9
3485,11
5609,6
3485,10
3485,14
9195,3
9585,6
8220,7
3425,4
3425,2
3425,16
9585,15
3425,3
9585,1
9585,11
9585,13
9585,5
9585,10
9585,8
9585,9
3425,12
9585,14
9384,7
3340,2
5831,10
5831,9
5831,15
3340,12
5831,6
5831,1
5831,11
5831,13
3340,3
5831,8
3340,16
5831,5
3340,4
5831,14
1810,4
791,2
791,8
791,6
791,14
2731,11
791,15
791,16
791,9
2731,5
1810,10
791,12
2731,7
1810,3
791,1
791,13
9243,7
9962,8
9962,2
5777,10
5777,4
5777,3
9962,14
9962,9
9962,16
9962,15
9962,1
9962,6
9962,13
9962,12
9243,5
9243,11
775,10
775,15
775,7
775,8
775,5
775,2
775,1
775,11
775,6
775,3
775,14
775,4
775,16
775,12
775,13
775,9
4596,3
4596,7
4596,11
4596,8
4596,10
4596,9
4596,12
4596,2
4596,14
4596,4
4596,13
4596,15
4596,5
4596,1
4596,6
4596,16
8316,4
9581,2
1497,13
9581,1
1497,8
1497,11
9581,14
8316,6
8316,9
9931,3
1497,15
9931,5
9581,7
1497,12
8316,16
1497,10
8841,1
8841,14
3994,8
6862,3
6862,5
8841,7
3994,12
3994,13
1357,9
3994,11
8841,2
1357,6
1357,4
3994,10
1357,16
3994,15
5576,16
5576,15
9197,1
5576,12
9197,7
5576,3
5576,6
9382,11
9382,13
5576,5
9382,14
9382,10
9382,8
5576,4
5576,9
9197,2
8451,7
2367,6
4791,10
2367,4
2367,5
2367,9
4791,11
2367,15
8451,2
2367,16
4791,8
4791,13
2367,12
8451,1
2367,3
4791,14
5645,5
9126,11
9126,15
178,7
178,9
3394,14
9126,16
9126,8
9126,12
3394,2
9126,4
9126,10
3394,13
3394,6
5645,3
3394,1
5044,11
9687,2
1633,3
5044,15
5044,16
5044,4
5044,10
9687,14
8417,9
5044,8
5044,12
8417,7
9687,1
1633,5
9687,6
9687,13
9626,4
9626,10
395,7
3182,8
9626,11
7108,9
395,1
395,12
395,2
9626,3
9626,13
9626,16
9626,5
3182,15
395,6
7108,14
2423,1
6610,12
9203,16
2423,13
2423,6
9203,7
2423,15
9203,5
6610,8
9203,14
9203,11
6610,2
2423,3
9203,10
6610,4
5599,6
5599,3
7216,4
5599,1
5599,15
1523,10
1523,5
7216,8
5599,13
1523,16
1523,11
7216,12
1523,7
7216,2
1523,14
968,6
4253,9
968,16
3324,2
968,13
3324,4
3324,3
968,10
968,8
4253,11
968,1
968,5
4253,7
968,15
3324,12
968,14
9159,12
1351,5
1351,14
2921,9
9159,4
1351,1
9159,2
9159,3
1351,13
1351,10
1351,16
1351,8
1351,15
2921,7
1351,6
2921,11
7273,14
7523,11
7273,8
4863,16
7273,15
4863,1
4863,4
7273,3
4863,2
7273,12
7273,13
7273,9
7273,6
7273,10
7273,7
7273,5
2872,10
2872,6
2872,5
2872,14
9155,11
2872,7
2872,3
3628,2
3628,1
2872,12
2872,9
3628,4
2872,8
2872,13
2872,15
3628,16
3914,6
3914,13
2829,15
3914,9
2829,5
2829,11
3914,4
4263,10
3914,16
3914,7
4263,12
4263,8
3914,2
4263,1
2829,14
3914,3
7856,3
4968,10
7856,7
3277,5
7856,9
4968,12
4968,1
4968,8
3277,15
3277,14
3277,11
7856,2
7856,13
7856,6
7856,4
7856,16
8587,1
8587,13
8587,12
8587,15
8587,16
8587,5
8587,2
8587,8
8587,6
8587,7
8587,14
8587,4
8587,3
8587,10
8587,9
8587,11
8581,2
8581,14
8581,12
8581,16
8581,11
8581,13
8581,7
8581,10
8581,4
8581,6
8581,8
8581,9
8581,3
8581,5
8581,1
8581,15
9461,4
9461,6
4572,5
9461,9
9461,7
9461,2
3663,16
9461,11
4572,3
6867,13
9461,10
9461,1
6867,14
9461,8
9461,12
9461,15
2751,12
2751,10
6747,16
1965,13
2076,5
2751,8
2751,15
2751,1
2751,9
2751,6
2751,7
2751,11
2076,3
1965,14
2751,2
2751,4
3004,7
3004,13
659,10
244,3
659,5
659,15
244,16
659,4
659,11
3004,14
659,12
659,8
659,1
659,2
659,6
3496,9
8165,5
7229,3
8165,6
8165,11
8165,1
853,13
7113,9
8165,2
8165,15
853,14
853,7
8165,4
8165,12
8165,10
8165,8
7229,16
1243,1
9272,8
1243,5
1243,7
9272,4
1243,12
1243,10
9272,3
9272,16
1243,13
1279,6
1279,9
1243,11
1243,14
1279,15
1243,2
5078,8
5078,5
1425,14
2127,2
1425,6
5078,16
2127,4
2127,3
5078,15
1425,1
5078,7
1425,12
1425,13
5078,11
1425,10
8279,15
8279,7
8279,16
8279,11
5785,10
8279,5
1370,3
5785,13
1370,4
5785,14
5785,6
8279,8
5785,1
1370,2
5785,12
7158,12
7158,15
7158,6
2000,2
7158,1
7158,14
7158,10
7158,11
8792,9
2000,3
7158,8
7158,13
2000,4
7158,16
7158,7
7158,5
7545,6
1913,3
7545,15
7545,5
1913,2
7545,1
7545,11
7545,7
7545,12
7545,10
3340,9
7545,14
1913,4
7545,16
7545,13
7545,8
5891,1
5891,3
8132,12
8132,11
5891,4
8132,9
5891,2
3515,7
5891,16
5891,13
5891,10
8132,6
8132,15
8132,5
8132,8
8132,14
2218,12
6719,1
2218,15
2218,11
6719,4
2218,6
6719,3
6719,13
2218,8
528,7
2218,14
6719,16
2218,5
6719,2
6719,10
2218,9
2895,7
1674,9
2895,3
2895,16
1674,1
2895,8
1674,13
1674,6
6656,15
6656,5
1674,2
2895,14
2895,11
1674,10
2895,12
1674,4
4857,8
6006,9
4857,3
6006,2
4857,12
7583,15
6006,10
6006,13
7583,5
6006,1
4857,14
4857,11
6006,4
6006,6
4857,16
4857,7
9135,5
4784,3
4784,16
4784,7
4784,12
4784,8
4784,9
4784,4
9135,6
4784,2
4784,15
1134,15
1134,11
1134,8
7365,4
7365,7
1134,16
1134,6
1134,3
7365,9
1134,12
1134,5
7365,2
1134,10
3417,5
3417,16
3417,12
7833,2
3417,15
7833,6
3417,8
3417,11
7833,7
3417,10
7833,9
7833,4
3417,3
2856,10
2856,5
7915,16
7915,11
6421,13
7915,7
6421,4
7915,8
2856,3
2856,15
6421,2
7915,6
7915,12
3521,11
3521,12
3521,6
334,5
3521,8
3667,2
334,15
3667,13
3521,16
3667,4
334,3
3521,7
334,10
1126,5
8605,2
8605,4
1126,12
1126,13
1126,3
1126,1
1411,10
8605,7
1126,8
1411,15
1126,11
8605,6
1126,16
7912,12
1496,6
4584,15
7912,3
7912,13
1496,7
7912,1
7912,8
7912,5
7912,11
7912,16
1496,2
4584,10
1496,4
311,11
1401,6
311,16
1401,15
311,8
1401,14
311,13
311,10
1401,3
311,12
1401,1
1401,2
1401,7
1401,4
3917,11
3917,6
9273,14
9273,10
3670,5
9273,16
3917,7
3917,2
9273,9
9273,15
3670,4
9273,13
3670,3
9273,12
9273,8
3917,1
4211,14
7646,1
7646,7
4211,15
4211,10
5699,4
7646,6
5699,3
4211,16
4211,12
7646,2
4211,13
7646,11
4211,9
5699,5
4211,8
1300,7
3355,8
3355,4
3355,5
1300,10
1300,14
3355,2
3355,16
1300,11
4610,1
4610,13
3355,15
1300,6
4610,12
9111,9
3355,3
6460,3
6460,16
827,14
827,7
6460,8
6460,15
4217,12
6460,2
6460,4
827,6
8642,9
4217,13
827,10
4217,1
6460,5
827,11
21,6
21,16
8722,9
21,12
21,2
8722,11
21,13
21,15
21,3
21,1
21,5
8722,10
438,14
21,4
8722,7
21,8
3583,8
3583,4
3583,3
9834,9
3583,2
9834,10
3583,12
3583,16
2441,14
3583,6
3583,13
3583,15
3583,5
3583,1
9834,7
9834,11
9386,6
9386,16
7969,7
9386,15
9386,10
9386,13
9386,12
9386,1
9386,5
9386,9
6934,14
9386,11
9386,8
9386,4
9386,2
9386,3
9331,12
9331,9
9331,2
9331,11
9331,15
9331,10
9331,13
9806,14
9331,4
238,7
9331,5
9331,16
9331,8
9331,3
9331,1
9331,6
3662,5
3662,3
3662,12
3662,16
3662,6
737,9
737,7
3434,13
7903,9
3434,12
7903,3
3434,4
7903,7
3434,2
7903,6
7903,5
7903,10
3434,15
7903,16
3434,8
9045,8
9045,12
4508,9
4508,10
4508,6
4508,3
4508,16
9045,15
4508,5
9045,2
4508,7
9045,13
9045,4
2949,10
7546,12
7546,15
6201,2
7546,13
7546,1
2949,3
6201,14
2949,6
6201,7
2949,5
7546,9
7546,16
7546,8
7546,11
9379,8
8308,2
9379,13
9158,10
9379,15
9158,3
9379,1
9379,12
8308,14
9379,9
9158,6
8308,7
9158,5
9379,11
9379,16
7467,13
7467,7
7467,11
3923,9
7467,5
2794,6
3923,3
2794,2
2794,4
7467,12
7467,16
2794,1
7467,14
3923,10
7467,8
3923,15
382,13
6947,9
7349,6
382,8
382,7
382,12
7349,4
382,14
6947,10
6947,15
6947,3
382,5
7349,2
7349,1
382,16
382,11
3987,16
3987,10
3369,12
3987,11
3369,2
3369,5
3369,7
3369,14
3987,15
3369,4
3369,1
3987,3
3369,6
3987,13
3369,9
3987,8
1971,11
1971,10
5196,13
3151,9
5196,15
5196,6
1971,8
4076,3
5196,2
3151,14
5196,12
1971,7
4076,5
5196,1
1971,16
5196,4
7457,13
8283,3
7473,10
7457,4
7473,7
7457,12
8152,14
7473,16
7473,8
7457,6
7457,15
7457,2
7457,1
8283,5
8152,9
7473,11
4906,13
4906,8
4906,12
7066,6
4906,16
4906,2
1893,14
7066,11
4906,15
7066,4
7066,7
4906,9
4906,5
4906,3
4906,1
7066,10
4707,16
5058,14
4707,1
4707,9
4707,8
1629,11
4707,13
4707,15
1629,10
4707,5
4707,3
4707,12
1629,4
4707,2
1629,7
1629,6
3976,6
934,14
3976,15
3976,12
3976,10
3976,9
3976,8
934,7
934,4
3976,5
3976,1
3976,2
3976,3
3976,13
3976,11
3976,16
4827,3
4827,5
4827,6
4827,12
4827,8
4827,13
4827,16
4827,10
4827,2
4827,1
4827,11
4827,9
9306,4
9306,14
4827,15
9306,7
461,15
5939,3
5939,1
5939,12
5939,7
5939,10
5939,2
5939,16
9973,14
5939,8
5939,9
5939,6
5939,11
5939,4
5939,5
5939,13
556,10
556,12
556,11
556,16
556,4
8940,15
556,6
556,1
556,5
556,13
556,3
556,2
556,8
556,9
556,7
4932,14
2572,9
1352,11
4959,6
2572,12
4959,8
4959,7
4959,1
2572,2
1352,5
1352,3
4959,13
1352,10
2572,15
5783,14
1352,16
4959,4
1234,15
1234,8
1234,3
1234,5
1234,9
1234,16
1234,4
1234,6
8691,3
3658,5
1079,2
1079,11
1079,4
1079,8
1079,9
3658,6
3658,12
3658,10
3658,16
3658,15
6911,3
1092,11
1092,8
6152,16
6152,6
1092,4
6152,5
1092,2
6152,10
1092,9
6152,12
6152,15
812,6
241,8
241,16
241,12
241,5
5456,14
5456,2
812,10
241,11
5456,13
5456,4
5456,1
812,3
5456,7
812,15
1098,13
5054,15
5054,6
1098,2
1098,14
601,12
601,5
1098,4
1098,1
601,8
1098,7
5054,3
5054,10
601,16
601,11
3196,6
1080,8
1080,2
1080,7
1080,12
1080,5
1080,15
1080,11
3196,1
1080,10
1991,3
1991,9
1080,4
1080,14
1080,13
1080,16
7633,4
7633,15
7633,7
7633,11
7633,5
3714,6
7633,12
7633,10
5196,3
7633,14
7633,13
5196,9
7633,16
3714,1
7633,2
7633,8
7647,11
3029,6
3029,5
3029,2
3029,7
7647,8
7647,3
3029,15
7647,12
7647,16
7647,4
3029,14
3029,9
7647,13
3029,1
3029,10
7051,2
1071,8
7051,16
3470,14
7051,12
7051,4
7051,3
1071,13
1071,15
7051,1
1071,11
7051,6
3470,7
7051,5
1071,10
3470,9
8755,4
3210,13
4149,14
8755,6
8755,5
4149,9
3210,11
8755,12
8755,1
4149,7
3210,15
8755,3
8755,2
3210,10
8755,16
3210,8
4273,16
4273,8
2222,5
2222,3
4273,14
2222,1
4273,6
4273,13
4273,4
1366,7
4273,10
2222,2
1366,15
5287,9
4273,11
2222,12
765,4
2429,12
2429,5
9799,7
2429,1
2429,2
9799,15
765,6
765,13
765,16
765,8
765,11
765,14
2429,3
2857,9
765,10
2040,11
3059,14
3059,9
2040,12
2040,16
2040,6
2040,4
3059,15
2040,13
2040,3
2040,10
2040,5
2040,2
2040,8
2040,1
5017,7
5406,12
5406,5
5406,8
5406,13
1224,9
4231,7
1224,15
5406,6
5406,3
1224,14
5406,10
5406,11
5406,2
5406,1
5406,16
5406,4
5020,15
6798,16
6798,12
5020,6
5020,7
6798,3
7154,14
6798,2
6798,1
6798,8
6798,10
6798,11
5220,9
6798,4
6798,5
6798,13
1589,16
1964,9
6768,7
1589,8
1589,11
6768,15
1589,3
1589,4
6768,6
1589,5
1589,10
1589,12
1589,2
1589,1
435,14
1589,13
3481,16
3481,8
3481,6
3481,11
3481,12
3481,4
3481,5
3481,3
3481,9
1925,16
1925,3
1925,6
1925,15
1925,5
1925,8
1925,12
1925,10
7653,9
7653,4
7653,1
7653,11
3431,16
2728,11
2728,1
2728,4
3431,15
3431,5
3431,12
2728,9
3431,6
3431,8
3431,10
3431,3
6812,6
6812,16
6812,9
6812,8
1232,7
2375,3
6812,5
1232,1
1232,4
6812,12
2375,15
1232,2
6812,14
1232,13
2375,10
6812,11
1951,13
8830,6
8830,14
4229,3
8830,9
1951,1
4229,15
4229,10
8830,16
1951,4
1951,7
1951,2
8830,11
8830,8
8830,5
8830,12
541,2
4882,9
4882,8
541,6
541,7
1170,3
1170,5
4882,10
4882,12
4882,16
541,1
4882,11
4882,14
4882,13
1170,15
541,4
6800,12
8544,2
8544,1
6800,13
6800,14
6800,9
2372,5
6800,11
8544,4
8544,7
8544,6
6800,8
2372,3
6800,10
2372,15
6800,16
5156,14
5156,1
2356,8
2356,15
5156,7
5156,9
2356,4
5156,10
5156,5
1995,12
5156,11
2356,16
5156,2
2356,3
2356,13
5156,6
2812,11
1775,9
9805,6
9805,3
1137,4
9805,15
1775,14
2812,10
9805,5
9805,2
9805,12
1775,7
9805,1
2812,16
2812,13
1775,8
3433,10
8728,2
8082,14
8082,9
8728,3
3433,13
8728,6
8082,7
8728,15
9747,4
8082,8
8728,12
3433,11
8728,5
8728,1
3433,16
1882,11
1882,15
1882,3
7505,8
1882,5
7505,7
7505,16
7505,12
7505,2
1882,10
5572,4
7505,1
7505,6
7505,13
1830,14
2245,9
3137,5
879,1
879,12
3137,11
879,16
1368,9
879,2
7078,14
8200,4
879,6
3137,15
879,8
3137,3
879,7
3137,10
879,13
1504,13
1504,16
1504,3
1504,10
1504,2
1504,6
1504,8
833,14
5829,9
1504,5
1504,7
5208,4
1504,11
5829,15
1504,12
1504,1
4613,1
4613,7
6117,9
1937,4
4613,10
4613,16
4613,5
4613,3
6117,15
4613,12
4613,2
4613,6
4613,8
4613,13
4613,11
3367,14
414,3
414,8
0,13
0,15
414,16
0,12
414,10
0,11
0,14
414,2
414,1
0,9
414,5
414,6
0,7
414,4
7588,16
2564,9
7588,10
2564,13
7588,6
7588,3
7588,4
2564,12
2564,7
2564,15
7588,5
7588,2
2564,11
7588,1
2564,14
7588,8
3256,4
3256,16
3256,8
3256,5
5042,12
5042,6
3319,3
5042,5
5042,15
3319,16
5042,8
5042,7
3319,10
5042,9
5042,11
5042,4
8210,3
6042,5
6042,15
6042,6
6042,4
6042,12
8210,10
8210,16
6042,9
6042,11
6042,7
6042,8
878,16
878,5
878,12
1076,10
9348,7
878,11
878,2
878,8
878,3
9348,14
878,4
878,1
878,6
878,15
878,13
395,13
395,6
395,3
395,1
6248,14
395,16
395,15
5046,10
6248,7
395,8
395,5
395,12
395,11
395,4
395,2
2596,13
2596,16
8573,11
3490,6
2596,1
3490,4
2596,2
2596,8
3490,12
3490,14
2596,10
3490,3
3490,15
3490,5
6926,14
1065,8
6926,3
1065,2
1065,10
5469,11
6926,6
1065,13
6926,15
6926,5
6926,4
6926,12
1065,1
1065,16
7237,6
7237,4
7237,2
7237,12
7237,11
7237,8
7237,9
7237,1
7237,3
4317,1
6300,14
5832,7
4317,10
4317,3
6300,13
4317,11
5832,15
5832,8
6300,9
5832,4
4317,2
6300,5
5832,6
5832,12
5832,16
5571,8
9424,14
5571,15
5571,6
283,2
5571,16
283,1
9424,5
283,3
5571,12
283,11
5571,4
283,10
9424,9
9424,13
5571,7
5527,12
5527,4
5527,8
3363,3
3363,1
5527,16
3363,6
3363,7
3363,2
3993,14
6153,10
3363,5
6153,13
6153,9
3363,15
6153,11
4140,16
4140,4
4123,15
2960,10
2960,9
7939,14
2960,13
4123,7
4123,5
2960,11
4123,1
4140,8
4123,2
4140,12
4123,3
4123,6
4517,5
5338,6
5338,4
1175,16
1175,8
5338,7
7577,13
4517,15
4517,14
2633,2
4517,1
4517,10
5338,12
4517,3
4517,11
4517,9
732,10
4671,16
732,9
732,3
732,14
732,11
1545,13
732,15
4671,8
768,12
768,6
768,7
732,5
732,1
93,2
768,4
2345,1
2345,5
2345,11
1042,16
1753,7
1753,4
1093,9
1753,12
2345,15
2345,3
1753,8
1042,13
1753,6
1093,2
2345,10
2345,14
7452,12
683,14
5179,16
683,15
7452,7
683,10
7452,4
7452,8
3661,9
7452,6
683,11
5179,13
683,3
683,5
3661,2
683,1
3286,5
3286,8
3286,16
3286,4
3286,3
3286,15
3286,7
3286,6
3286,9
3286,13
3286,2
3286,10
3286,11
3286,14
3286,1
3286,12
5639,12
5639,4
5639,16
5639,9
5639,7
5639,6
5639,5
5639,1
5639,14
5639,8
5639,15
5639,3
5639,2
5639,10
5639,13
5639,11
7309,2
9967,13
7309,8
6096,9
7309,14
7309,11
7309,4
7309,16
7309,7
7309,15
6096,3
7309,6
6096,5
7309,10
7309,1
7309,12
4202,11
4202,1
4202,4
7907,5
4202,14
4202,2
4202,15
7907,9
4202,16
4202,8
4202,7
4202,12
4202,10
7907,3
4202,6
252,13
6744,7
5922,8
5922,11
5922,16
5922,9
5922,12
5922,6
5922,3
5922,5
6744,1
9155,13
9155,14
5922,10
6744,4
6744,15
9155,2
3454,11
7084,15
7084,4
3454,10
7084,7
7084,1
3454,16
3454,8
3454,6
3454,5
7834,14
7834,2
3454,12
3454,3
7834,13
3454,9
5624,1
4588,9
4588,5
4588,4
5624,12
4588,10
4588,11
4588,16
9419,2
4588,8
4588,7
5624,13
5624,14
5624,6
4588,15
4588,3
1075,16
1075,10
7525,6
1075,11
7525,13
1075,15
1075,3
7525,1
1075,7
1075,5
1075,9
7525,12
7525,14
1075,4
8799,2
1075,8
5505,4
5852,13
5505,1
4115,12
9185,16
5852,8
4115,9
5852,11
4115,14
4115,15
5852,7
5505,5
5505,3
5505,2
5505,6
5505,10
3795,15
9505,3
3795,5
9505,12
9505,2
3795,16
9505,4
3795,11
3795,1
9505,7
9505,6
7166,16
142,7
142,12
7166,5
7166,11
142,4
7166,15
7166,1
142,3
142,6
142,2
1987,1
2975,7
2975,11
2631,15
2631,16
2631,12
2631,3
2975,14
2975,9
2631,5
2975,10
2631,2
2631,4
2631,13
2631,6
2631,8
3281,15
3281,13
5940,10
3281,3
3281,8
3281,16
3281,4
5940,9
3281,12
5940,7
3281,5
5940,14
5940,11
3281,6
7096,1
3281,2
9015,11
9069,3
9069,8
9069,7
9069,5
9069,6
9069,2
3171,1
9069,14
3171,4
3171,12
9069,10
3171,16
9069,13
9069,9
9069,15
7053,15
7172,16
7053,9
7172,1
7053,14
2857,11
7053,10
7172,4
7053,8
7053,13
7053,7
7172,12
7053,6
7053,3
7053,2
7053,5
1222,1
6736,15
1222,12
1222,3
1222,10
3943,11
3943,6
1222,5
3943,16
3943,9
3943,14
3943,8
6736,7
3943,4
3943,13
3943,2
261,1
5294,14
2034,7
5294,8
2034,15
5294,16
5294,9
5294,6
5294,2
5294,4
5294,13
261,10
5294,11
261,12
261,3
261,5
9198,7
8767,6
9198,14
8579,16
8579,8
9198,10
9198,1
8579,5
9198,2
8579,9
8767,15
8767,4
8579,3
9198,11
9198,13
8767,12
6137,8
465,10
465,14
465,11
465,1
8705,15
6137,5
465,2
465,13
8705,4
6137,16
6137,9
8705,12
465,7
6137,3
8705,6
1103,5
9197,12
2325,6
3626,7
2325,4
2325,10
1103,16
1103,3
9197,11
2325,8
2325,9
7830,16
8607,9
7830,3
7830,5
8607,8
6602,12
8607,10
8607,4
8607,6
6602,11
9215,10
9215,5
9215,4
5074,13
9215,12
299,3
9215,11
9215,7
5074,14
299,8
299,16
299,6
5074,1
9215,9
5074,2
8957,12
8957,5
6430,3
1692,14
8957,7
1692,1
8957,9
8957,10
6430,8
8957,11
8957,4
6430,16
1692,2
1692,13
8099,15
6430,6
4096,3
9017,1
6949,10
9017,14
9017,2
6949,7
4096,16
4096,8
6949,11
6949,12
6949,13
6949,4
4096,5
6949,9
6949,6
5684,9
4419,16
2715,2
5684,13
5684,6
5684,12
4419,3
5684,11
5684,10
5684,7
5684,4
4419,5
2715,14
2715,1
4419,8
787,10
787,5
1390,16
3913,4
1390,7
3913,8
